ClintonTrump,CRT,CRT_split,ZFake,ZReal,Discernment,ZFake_L,ZReal_L,L_Discernment,ZFake_C,ZReal_C,C_Discernment,ZFake_N,ZReal_N,N_Discernment,ZFake_SM_L,ZReal_SM_L,L_SM_Discernment,ZFake_SM_C,ZReal_SM_C,C_SM_Discernment,ZFake_SM_N,ZReal_SM_N,N_SM_Discernment,Age,Sex,Education,Conserv,L_Fake_Accurate,L_Real_Accurate,L_Sensitivity,C_Fake_Accurate,C_Real_Accurate,C_Sensitivity,N_Fake_Accurate,N_Real_Accurate,N_Sensitivity,PC_Fake_Accurate,PC_Real_Accurate,nPC_Fake_Accurate,nPC_Real_Accurate,PC_Sensitivity,nPC_Sensitivity,SM_Chk,FakeNews_SM,RealNews_SM,Sharing_Sensitivity,L_Fake_SM,L_Real_SM,L_Sharing_Sensitivity,C_Fake_SM,C_Real_SM,C_Sharing_Sensitivity,N_Fake_SM,N_Real_SM,N_Sharing_Sensitivity,BSR,Fake,Real,Sensit,MotivationalQuotation,MundaneQuotation,BullshitSensitivity,ResponseID,ResponseSet,Name,ExternalDataReference,Email,Status,StartDate,EndDate,Finished,confirmCode,IDInst,Instructions,Fake1_C,Fake1_1,Fake1_2,Fake1_3,Fake1_RT_1,Fake1_RT_2,Fake1_RT_3,Fake1_RT_4,Fake2_C,Fake2_1,Fake2_2,Fake2_3,Fake2_RT_1,Fake2_RT_2,Fake2_RT_3,Fake2_RT_4,Fake3_C,Fake3_1,Fake3_2,Fake3_3,Fake3_RT_1,Fake3_RT_2,Fake3_RT_3,Fake3_RT_4,Fake4_C,Fake4_1,Fake4_2,Fake4_3,Fake4_RT_1,Fake4_RT_2,Fake4_RT_3,Fake4_RT_4,Fake5_C,Fake5_1,Fake5_2,Fake5_3,Fake5_RT_1,Fake5_RT_2,Fake5_RT_3,Fake5_RT_4,Fake6_L,Fake6_1,Fake6_2,Fake6_3,Fake6_RT_1,Fake6_RT_2,Fake6_RT_3,Fake6_RT_4,Fake7_L,Fake7_1,Fake7_2,Fake7_3,Fake7_RT_1,Fake7_RT_2,Fake7_RT_3,Fake7_RT_4,Fake8_L,Fake8_1,Fake8_2,Fake8_3,Fake8_RT_1,Fake8_RT_2,Fake8_RT_3,Fake8_RT_4,Fake9_L,Fake9_1,Fake9_2,Fake9_3,Fake9_RT_1,Fake9_RT_2,Fake9_RT_3,Fake9_RT_4,Fake10_L,Fake10_1,Fake10_2,Fake10_3,Fake10_RT_1,Fake10_RT_2,Fake10_RT_3,Fake10_RT_4,Fake11_N,Fake11_1,Fake11_2,Fake11_3,Fake11_RT_1,Fake11_RT_2,Fake11_RT_3,Fake11_RT_4,Fake12_N,Fake12_1,Fake12_2,Fake12_3,Fake12_RT_1,Fake12_RT_2,Fake12_RT_3,Fake12_RT_4,Fake13_N,Fake13_1,Fake13_2,Fake13_3,Fake13_RT_1,Fake13_RT_2,Fake13_RT_3,Fake13_RT_4,Fake14_N,Fake14_1,Fake14_2,Fake14_3,Fake14_RT_1,Fake14_RT_2,Fake14_RT_3,Fake14_RT_4,Fake15_N,Fake15_1,Fake15_2,Fake15_3,Fake15_RT_1,Fake15_RT_2,Fake15_RT_3,Fake15_RT_4,Real1_C,Real1_1,Real1_2,Real1_3,Real1_RT_1,Real1_RT_2,Real1_RT_3,Real1_RT_4,Real2_C,Real2_1,Real2_2,Real2_3,Real2_RT_1,Real2_RT_2,Real2_RT_3,Real2_RT_4,Real3_C,Real3_1,Real3_2,Real3_3,Real3_RT_1,Real3_RT_2,Real3_RT_3,Real3_RT_4,Real4_C,Real4_1,Real4_2,Real4_3,Real4_RT_1,Real4_RT_2,Real4_RT_3,Real4_RT_4,Real5_C,Real5_1,Real5_2,Real5_3,Real5_RT_1,Real5_RT_2,Real5_RT_3,Real5_RT_4,Real6_L,Real6_1,Real6_2,Real6_3,Real6_RT_1,Real6_RT_2,Real6_RT_3,Real6_RT_4,Real7_L,Real7_1,Real7_2,Real7_3,Real7_RT_1,Real7_RT_2,Real7_RT_3,Real7_RT_4,Real8_L,Real8_1,Real8_2,Real8_3,Real8_RT_1,Real8_RT_2,Real8_RT_3,Real8_RT_4,Real9_L,Real9_1,Real9_2,Real9_3,Real9_RT_1,Real9_RT_2,Real9_RT_3,Real9_RT_4,Real10_L,Real10_1,Real10_2,Real10_3,Real10_RT_1,Real10_RT_2,Real10_RT_3,Real10_RT_4,Real11_N,Real11_1,Real11_2,Real11_3,Real11_RT_1,Real11_RT_2,Real11_RT_3,Real11_RT_4,Real12_N,Real12_1,Real12_2,Real12_3,Real12_RT_1,Real12_RT_2,Real12_RT_3,Real12_RT_4,Real13_N,Real13_1,Real13_2,Real13_3,Real13_RT_1,Real13_RT_2,Real13_RT_3,Real13_RT_4,Real14_N,Real14_1,Real14_2,Real14_3,Real14_RT_1,Real14_RT_2,Real14_RT_3,Real14_RT_4,Real15_N,Real15_1,Real15_2,Real15_3,Real15_RT_1,Real15_RT_2,Real15_RT_3,Real15_RT_4,BS_Inst,BS_1,BS_2,BS_3,BS_4,BS_5,BS_6,BS_7,BS_8,BS_9,BS_10,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,NP_1,NP_2,NP_3,NP_4,NP_5,NP_6,NP_7,NP_8,NP_9,NP_10,CRTInst,CRT1_1,CRT1_1_RT_1,CRT1_1_RT_2,CRT1_1_RT_3,CRT1_1_RT_4,CRT1_2,CRT1_2_RT_1,CRT1_2_RT_2,CRT1_2_RT_3,CRT1_2_RT_4,CRT1_3,CRT1_3_RT_1,CRT1_3_RT_2,CRT1_3_RT_3,CRT1_3_RT_4,CRT3_1,CRT3_2,CRT3_3,CRT3_4,English,Party,Party_TEXT,Social_Conserv,Economic_Conserv,POTUS2016,Zipcode,Comments,Length,Random,Google,DO_BR_FL_88,DO_BL_Bullshit,DO_BL_CRT_Oppenheimer_,LocationLatitude,LocationLongitude,LocationAccuracy,CRT_ACC_1,CRT_ACC_2,CRT_ACC_3,CRT_ACC_4,CRT_ACC_5,CRT_ACC_6,CRT_ACC_7,Fake1_Unfamiliar,Fake1_Familiar,Fake2_Unfamiliar,Fake2_Familiar,Fake3_Unfamiliar,Fake3_Familiar,Fake4_Unfamiliar,Fake4_Familiar,Fake5_Unfamiliar,Fake5_Familiar,Fake6_Unfamiliar,Fake6_Familiar,Fake7_Unfamiliar,Fake7_Familiar,Fake8_Unfamiliar,Fake8_Familiar,Fake9_Unfamiliar,Fake9_Familiar,Fake10_Unfamiliar,Fake10_Familiar,Fake11_Unfamiliar,Fake11_Familiar,Fake12_Unfamiliar,Fake12_Familiar,Fake13_Unfamiliar,Fake13_Familiar,Fake14_Unfamiliar,Fake14_Familiar,Fake15_Unfamiliar,Fake15_Familiar,Real1_Unfamiliar,Real1_Familiar,Real2_Unfamiliar,Real2_Familiar,Real3_Unfamiliar,Real3_Familiar,Real4_Unfamiliar,Real4_Familiar,Real5_Unfamiliar,Real5_Familiar,Real6_Unfamiliar,Real6_Familiar,Real7_Unfamiliar,Real7_Familiar,Real8_Unfamiliar,Real8_Familiar,Real9_Unfamiliar,Real9_Familiar,Real10_Unfamiliar,Real10_Familiar,Real11_Unfamiliar,Real11_Familiar,Real12_Unfamiliar,Real12_Familiar,Real13_Unfamiliar,Real13_Familiar,Real14_Unfamiliar,Real14_Familiar,Real15_Unfamiliar,Real15_Familiar,Fake1_logRT,Fake2_logRT,Fake3_logRT,Fake4_logRT,Fake5_logRT,Fake6_logRT,Fake7_logRT,Fake8_logRT,Fake9_logRT,Fake10_logRT,Fake11_logRT,Fake12_logRT,Fake13_logRT,Fake14_logRT,Fake15_logRT,Real1_logRT,Real2_logRT,Real3_logRT,Real4_logRT,Real5_logRT,Real6_logRT,Real7_logRT,Real8_logRT,Real9_logRT,Real10_logRT,Real11_logRT,Real12_logRT,Real13_logRT,Real14_logRT,Real15_logRT,Fake1_SMChk,Fake2_SMChk,Fake3_SMChk,Fake4_SMChk,Fake5_SMChk,Fake6_SMChk,Fake7_SMChk,Fake8_SMChk,Fake9_SMChk,Fake10_SMChk,Fake11_SMChk,Fake12_SMChk,Fake13_SMChk,Fake14_SMChk,Fake15_SMChk,Real1_SMChk,Real2_SMChk,Real3_SMChk,Real4_SMChk,Real5_SMChk,Real6_SMChk,Real7_SMChk,Real8_SMChk,Real9_SMChk,Real10_SMChk,Real11_SMChk,Real12_SMChk,Real13_SMChk,Real14_SMChk,Real15_SMChk,Fake1_SM,Fake2_SM,Fake3_SM,Fake4_SM,Fake5_SM,Fake6_SM,Fake7_SM,Fake8_SM,Fake9_SM,Fake10_SM,Fake11_SM,Fake12_SM,Fake13_SM,Fake14_SM,Fake15_SM,Real1_SM,Real2_SM,Real3_SM,Real4_SM,Real5_SM,Real6_SM,Real7_SM,Real8_SM,Real9_SM,Real10_SM,Real11_SM,Real12_SM,Real13_SM,Real14_SM,Real15_SM,CRT_Rand,CRT_Thomson,FakeNews_Accurate_Unfamiliar,FakeNews_Accurate_Familiar,RealNews_Accurate_Unfamiliar,RealNews_Accurate_Familiar,C_Fake_Accurate_Unfamiliar,C_Fake_Accurate_Familiar,C_Real_Accurate_Unfamiliar,C_Real_Accurate_Familiar,L_Fake_Accurate_Unfamiliar,L_Fake_Accurate_Familiar,L_Real_Accurate_Unfamiliar,L_Real_Accurate_Familiar,N_Fake_Accurate_Unfamiliar,N_Fake_Accurate_Familiar,N_Real_Accurate_Unfamiliar,N_Real_Accurate_Familiar,FakeNews_logRT,RealNews_logRT,C_Fake_logRT,L_Fake_logRT,N_Fake_logRT,C_Real_logRT,L_Real_logRT,N_Real_logRT,FakeNews_Knowledge,RealNews_Knowledge,C_Fake_Knowledge,L_Fake_Knowledge,N_Fake_Knowledge,C_Real_Knowledge,L_Real_Knowledge,N_Real_Knowledge,ClintonTrumpVote,DemRep,ZCRT,ZConserv,Fake1_Accurate,Fake2_Accurate,Fake3_Accurate,Fake4_Accurate,Fake5_Accurate,Fake6_Accurate,Fake7_Accurate,Fake8_Accurate,Fake9_Accurate,Fake10_Accurate,Fake11_Accurate,Fake12_Accurate,Fake13_Accurate,Fake14_Accurate,Fake15_Accurate,Real1_Accurate,Real2_Accurate,Real3_Accurate,Real4_Accurate,Real5_Accurate,Real6_Accurate,Real7_Accurate,Real8_Accurate,Real9_Accurate,Real10_Accurate,Real11_Accurate,Real12_Accurate,Real13_Accurate,Real14_Accurate,Real15_Accurate,Fake1_SocialMedia,Fake2_SocialMedia,Fake3_SocialMedia,Fake4_SocialMedia,Fake5_SocialMedia,Fake6_SocialMedia,Fake7_SocialMedia,Fake8_SocialMedia,Fake9_SocialMedia,Fake10_SocialMedia,Fake11_SocialMedia,Fake12_SocialMedia,Fake13_SocialMedia,Fake14_SocialMedia,Fake15_SocialMedia,Real1_SocialMedia,Real2_SocialMedia,Real3_SocialMedia,Real4_SocialMedia,Real5_SocialMedia,Real6_SocialMedia,Real7_SocialMedia,Real8_SocialMedia,Real9_SocialMedia,Real10_SocialMedia,Real11_SocialMedia,Real12_SocialMedia,Real13_SocialMedia,Real14_SocialMedia,Real15_SocialMedia,L_Fake_Accurate2,L_Real_Accurate2,L_Sensitivity2,C_Fake_Accurate2,C_Real_Accurate2,C_Sensitivity2,N_Fake_Accurate2,N_Real_Accurate2,N_Sensitivity2,L_Fake_SM2,L_Real_SM2,L_Sharing_Sensitivity2,C_Fake_SM2,C_Real_SM2,C_Sharing_Sensitivity2,N_Fake_SM2,N_Real_SM2,N_Sharing_Sensitivity2,Fake1_SM_Inacc,Fake1_SM_Acc,Fake2_SM_Inacc,Fake2_SM_Acc,Fake3_SM_Inacc,Fake3_SM_Acc,Fake4_SM_Inacc,Fake4_SM_Acc,Fake5_SM_Inacc,Fake5_SM_Acc,Fake6_SM_Inacc,Fake6_SM_Acc,Fake7_SM_Inacc,Fake7_SM_Acc,Fake8_SM_Inacc,Fake8_SM_Acc,Fake9_SM_Inacc,Fake9_SM_Acc,Fake10_SM_Inacc,Fake10_SM_Acc,Fake11_SM_Inacc,Fake11_SM_Acc,Fake12_SM_Inacc,Fake12_SM_Acc,Fake13_SM_Inacc,Fake13_SM_Acc,Fake14_SM_Inacc,Fake14_SM_Acc,Fake15_SM_Inacc,Fake15_SM_Acc,Real1_SM_Inacc,Real1_SM_Acc,Real2_SM_Inacc,Real2_SM_Acc,Real3_SM_Inacc,Real3_SM_Acc,Real4_SM_Inacc,Real4_SM_Acc,Real5_SM_Inacc,Real5_SM_Acc,Real6_SM_Inacc,Real6_SM_Acc,Real7_SM_Inacc,Real7_SM_Acc,Real8_SM_Inacc,Real8_SM_Acc,Real9_SM_Inacc,Real9_SM_Acc,Real10_SM_Inacc,Real10_SM_Acc,Real11_SM_Inacc,Real11_SM_Acc,Real12_SM_Inacc,Real12_SM_Acc,Real13_SM_Inacc,Real13_SM_Acc,Real14_SM_Inacc,Real14_SM_Acc,Real15_SM_Inacc,Real15_SM_Acc,C_Fake_SM_Inacc,L_Fake_SM_Inacc,N_Fake_SM_Inacc,C_Real_SM_Inacc,L_Real_SM_Inacc,N_Real_SM_Inacc,C_Fake_SM_Acc,L_Fake_SM_Acc,N_Fake_SM_Acc,C_Real_SM_Acc,L_Real_SM_Acc,N_Real_SM_Acc,ZL_Fake_Accurate2,ZL_Real_Accurate2,ZC_Fake_Accurate2,ZC_Real_Accurate2,ZN_Fake_Accurate2,ZN_Real_Accurate2,ZL_Fake_SM2,ZL_Real_SM2,ZC_Fake_SM2,ZC_Real_SM2,ZN_Fake_SM2,ZN_Real_SM2,ZC_Sensitivity2,ZL_Sensitivity2,ZN_Sensitivity2,ZC_Sharing_Sensitivity2,ZL_Sharing_Sensitivity2,ZN_Sharing_Sensitivity2,CRT_quart2,Conservatism,Partisanship,CRT_quart,Extreme1,Extreme2,ExtremePolitics,CRT_Int_1,CRT_Int_2,CRT_Int_3,CRT_Int_4,CRT_Int_5,CRT_Int_6,CRT_Int_7,CRT_Int,CRT_Int_Rand,CRT_Int_Thomson
 ,0,1,2.48690950937713,.722194815761909,-1.76471469361522,2.5397701300478,.441356678246747,-2.09841345180106,2.42618962914629,.675236708927883,-1.75095292021841,1.14980494226302,.582793233564893,-.56701170869813, , , , , , , , , ,21,2,1,1,3,3,0,3,3,0,2.6,3.2,.6, , , , , , ,30, , , , , , , , , , , , , ,2.86666666666667,3.06666666666667,.2, ,5, ,R_3EW76NMLG31xzMg,Default Response Set,Anonymous, , ,0,1/6/2017,1/6/2017,1,676693,1,1,1,2,3,1,3.957,7.856,9.485,3,1,1,3,1,1.999,4.918,5.779,3,1,2,3,1,1.939,5.34,6.178,3,1,2,3,1,3.602,10.778,11.577,3,1,2,3,1,2.509,4.527,5.685,3,1,2,3,1,2.685,4.567,5.719,3,1,2,3,1,2.309,4.71,6.106,3,1,2,3,1,1.889,3.987,5.083,3,1,2,3,1,2.03,4.711,5.207,3,1,2,3,1,7.808,10.865,12.056,3,1,2,3,1,2.113,4.929,6.057,3,1,2,3,1,1.862,3.677,4.788,3,1,1,1,1,4.135,7.683,9.696,3,1,2,3,1,2.18,5.862,7.021,3,1,2,3,1,1.684,4.421,5.181,3,1,2,3,1,2.184,5.036,6.972,3,1,2,3,1,2.917,5.57,6.679,3,1,2,3,1,1.472,3.353,4.444,3,1,2,3,1,1.584,4.197,4.849,3,1,2,3,1,2.454,6.287,7.061,3,1,2,3,1,2.805,5.469,6.476,3,1,2,3,1,58.474,60.493,61.712,3,1,2,3,1,2.373,5.521,6.229,3,1,2,3,1,2.583,5.017,6.197,3,1,2,3,1,2.409,4.694,5.869,3,1,2,3,1,1.376,3.12,3.964,3,1,2,3,1,5.513,12.135,13.435,3,1,2,3,1,2.136,4.418,6.197,3,1,2,3,1,13.222,15.185,16.421,3,1,3,4,1,6.492,8.977,9.456,3,1, , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , ,1,5,0,0,3.088,0,4,0,0,3.469,0,4,0,0,2.288,0,5,3,2,4,1,1, ,1,1,6,35504, , ,2,2,Fake4 - Conservative|Fake11 - Neutral|Fake14 - Neutral|Real10 - Liberal|Fake7 - Liberal|Fake5 - Conservative|Real9 - Liberal|Real2 - Conservative|Real7 - Liberal|Fake12 - Neutral|Real15 - Neutral|Real8 - Liberal|Fake8 - Liberal|Real5 - Conservative|Fake15- Neutral|Fake3 - Conservative|Fake1 - Conservative|Real6 - Liberal|Real12 - Neutral|Fake13 - Neutral|Fake2 - Conservative|Real13 - Neutral|Real1 - Conservative|Real14 - Neutral|Real4 - Conservative|Real11 - Neutral|Real3 - Conservative|Fake10 - Liberal|Fke9 - Liberal|Fake6 - Liberal,BS_Inst|NP_2|BS_1|P_4|BS_3|NP_5|P_8|BS_2|BS_10|NP_4|P_7|NP_10|BS_4|P_6|BS_5|P_10|P_3|NP_1|NP_7|NP_8|P_2|P_1|P_9|BS_6|NP_6|NP_3|NP_9|P_5|BS_7|BS_8|BS_9,CRT3_1|CRT3_2|CRT3_4|CRT3_3,33.899703979492,-87.171997070312,-1,0,0,0,0,0,0,0,3, ,3, ,3, ,3, ,3, ,3, ,3, ,3, ,3, ,3, ,3, ,3, ,1, ,3, ,3, ,3, ,3, ,3, ,3, ,3, ,3, ,3, ,3, ,3, ,3, ,3, ,3, ,3, ,3, , ,4,.977037335224681,.761852694466383,.790847903965432,1.06359603329106,.754730469023754,.757320096546672,.785756799962643,.706120109702704,.716587577675692,1.08120323930658,.782257573663302,.680154141734373,.986592606822211,.846398973034675,.714413592287121,.843357378437956,.824711443464734,.64777405026883,.685652184115524,.848866211494779,.811306840081336,1.79036962152197,.794418330874141,.792181496149679,.768564109513573,.598133645813238,1.12823767076919,.792181496149679,1.21539960109389,.97570746353718,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,2.86666666666667, ,3,4,3, ,3, ,3, ,3, ,2.6, ,3,4,.826991276447152,.901124102885713,.869612887194262,.809397564638857,.801963377508336,.770072253556365,.991368079628139,.941931975472635,1.86666666666667,2.06666666666667,1.8,2,1.8,2,2,2.2, ,1,-1.82230925525133,-1.50639151461276,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,1,1,0,.8,1,.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,.707106781186547,.707106781186547,.707106781186547,.707106781186547,.707106781186547,.707106781186547, , , , , , ,0,0,0, , , ,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
 ,.285714285714286,1,-.0656001577137394,-2.09766333915995,-2.03206318144621,.249407711421485,-1.52923792692453,-1.77864563834601,-.379295144906697,-1.99479596155714,-1.61550081665045,-.0471364059618935,-1.36755174168669,-1.3204153357248,-.534119816825942,-.722003135802034,-.187883318976092,-.554095930562376,-.293116195576071,.260979734986305,-.369276479107906,-.652591435036779,-.283314955928873,40,2,5,3,1.8,1.8,0,1.6,1.6,0,2,2.2,.2, , , , , , ,0,1.06666666666667,1.13333333333333,.0666666666666667,1,1,0,1,1.2,.2,1.2,1.2,0,2.6,1.8,1.86666666666667,.0666666666666667,2.5,2,-.1,R_3qrPCmojAeIm6gZ,Default Response Set,Anonymous, , ,0,1/6/2017,1/6/2017,1,35558,1,1,1,1,2,2,14.18,19.894,21.386,4,1,1,1,2,17.536,23.883,26.317,4,1,1,1,2,12.712,27.41,29.123,5,1,2,2,2,55.733,77.251,90.43,4,1,2,2,2,14.49,18.809,20.14,4,1,2,1,2,12.989,23.612,25.335,5,1,2,2,2,14.772,26.264,27.944,5,1,1,1,2,16.838,43.395,45.878,4,1,1,2,2,13.511,20.111,21.912,4,1,2,3,2,10.54,24.062,25.228,6,1,3,2,2,11.053,17.623,19.869,5,1,2,2,2,12.99,25.707,27.832,5,1,1,2,2,11.924,32.527,34.409,5,1,2,2,3,26.833,37.427,39.577,5,1,2,2,2,11.169,18.168,20.512,5,1,3,2,3,26.181,38.302,40.663,5,1,1,1,2,19.99,28.887,31.038,4,1,2,2,2,20.524,25.832,26.979,4,1,3,2,2,18.801,26.727,27.807,5,1,2,1,2,10.915,28.157,34.375,4,1,1,2,2,11.886,25.394,29.309,5,1,1,2,2,11.463,21.014,23.19,5,1,2,2,2,9.748,20.148,37.625,4,1,2,2,2,11.473,39.501,45.324,5,1,1,1,2,27.703,36.791,41.926,4,1,1,2,2,23.279,111.834,133.186,4,1,3,3,3,16.402,26.978,28.702,5,1,2,2,2,15.728,24.947,26.718,4,1,1,2,2,12.668,36.287,37.759,6,1,3,2,2,10.858,16.738,18.121,4,1,3,2,3,2,2,4,4,1,3,2,2,2,3,3,2,3,3,2,3,2,1,3,1,2,3,3,1,2,3,1,1,4,17.916,17.916,25.655,1,10,12.649,48.576,100.916,2,20,15.79,15.79,20.264,1,1,7,1,27,1,6,None,3,3,4,11726, ,an half of hour,2,2,Fake8 - Liberal|Real14 - Neutral|Real6 - Liberal|Real2 - Conservative|Fake6 - Liberal|Real7 - Liberal|Fake12 - Neutral|Fake4 - Conservative|Fake3 - Conservative|Fake7 - Liberal|Real10 - Liberal|Fake15 - Neutral|Fake2 - Conservative|Real5 - Conservative|Rel9 - Liberal|Fake11 - Neutral|Fake13 - Neutral|Real15 - Neutral|Real12 - Neutral|Real13 - Neutral|Fake1 - Conservative|Fake10 - Liberal|Real3 - Conservative|Fake5 - Conservative|Real4 - Conservative|Real8 - Liberal|Fake14 - Neutral|Real1 - Conservative|Rel11 - Neutral|Fake9 - Liberal,BS_Inst|NP_5|BS_4|BS_9|NP_4|P_9|BS_1|NP_6|BS_6|P_5|NP_3|P_10|NP_1|BS_8|P_8|NP_2|BS_3|BS_10|P_3|BS_7|NP_10|P_2|NP_7|BS_2|NP_8|P_6|P_1|NP_9|BS_5|P_7|P_4,CRT3_1|CRT3_4|CRT3_3|CRT3_2,40.859405517578,-73.212097167969,-1,1,1,0,0,0,0,0,2, ,1, ,1, ,2, ,2, ,1, ,2, ,1, ,2, ,3, , ,2,2, ,2, ,2, ,2, , ,2,1, ,2, , ,2,1, ,2, ,2, ,2, ,2, ,1, ,2, , ,3,2, ,2, , ,2,1.33012956248752,1.42023638046989,1.46423611021303,1.95631253084119,1.3040594662176,1.40372090862669,1.44628857262959,1.66160447706061,1.34068201924591,1.40188282232128,1.29817600976655,1.44454441573953,1.53667205126689,1.59744287090057,1.31200800783872,1.60919941649049,1.49189372879273,1.43102584813312,1.44415413687836,1.53624270683832,1.46700100090549,1.36530074863799,1.5754765086019,1.65632823087515,1.62248342999733,2.1244585758681,1.45791216010336,1.42680394551487,1.57702048403089,1.2581821603661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,.666666666666667,0,1.78571428571429,2,1.72727272727273,2.25,1.6, ,1.33333333333333,2,1.8, ,1.8, ,2,2,2,2.5,1.46119974704171,1.53623220546895,1.49499481004585,1.45083575997682,1.43776867110245,1.5025031674266,1.53731798380357,1.56887546517666,1.66666666666667,1.86666666666667,1.4,1.6,2,2.2,1.4,2, , ,-.847493832398859,.280116425822629,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.2,0,-.2,0,0,0,0,.2,.2,0,0,0,0,.2,.2,.2,.2,0,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, , ,0,0, ,0, ,0, ,1, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, , ,1,0, ,0, ,0, ,0,0,.2,.2,0,0, ,0, , , ,1,-.707106781186547,-.707106781186547,-.707106781186547,-.707106781186547,-.707106781186547,-.707106781186547, , , , , , ,0,-1.11022302462516E-016,1.11022302462516E-016, , , ,2,3,2,1,0,0,0,0,0,1,1,1,1,1,.714285714285714,.333333333333333,1
